Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Araçatuba;Araçatuba;Birigui;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;235.499.217;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;30;10;40;0;0;1;39;38;1;0;0;1;0;0;0;0;0
Araçatuba;Araçatuba;Birigui;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;235.499.290;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;33;7;40;0;0;0;40;35;0;0;0;0;0;2;0;0;3
Araçatuba;Araçatuba;Birigui;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;235.499.316;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;25;10;35;0;0;0;35;32;0;0;0;2;0;0;0;0;1
Araçatuba;Araçatuba;Birigui;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;235.499.100;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;31;8;39;0;0;1;38;35;0;0;0;0;0;4;0;0;0
Araçatuba;Araçatuba;Birigui;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;234.543.080;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;18;14;32;0;0;0;0;32;0;0;0;0;0;0;0;0;0
Araçatuba;Araçatuba;Birigui;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;234.542.991;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;27;13;40;0;0;0;0;38;0;0;0;0;0;0;2;0;0
Araçatuba;Araçatuba;Birigui;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;234.543.031;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;26;14;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0
Araçatuba;Araçatuba;General Salgado;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Armando José Farinazzo (General Salgado);138.5 - Cd_Cps;235.541.034;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;30;10;40;0;0;12;28;21;7;0;2;0;0;10;0;0;0
Araçatuba;Araçatuba;Guararapes;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec de Araçatuba (Guararapes);165.3 - Cd_Cps;235.542.099;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;26;14;40;0;0;9;31;32;2;0;0;0;0;5;0;0;1
Araçatuba;Araçatuba;Guararapes;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec de Araçatuba (Guararapes);165.3 - Cd_Cps;235.542.164;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;16;13;29;0;0;4;25;27;0;0;0;0;0;1;0;0;1
Araçatuba;Araçatuba;Guararapes;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec de Araçatuba (Guararapes);165.3 - Cd_Cps;235.542.131;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;9;31;40;0;0;18;22;33;2;0;1;1;0;2;0;0;1
Araçatuba;Araçatuba;Guararapes;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec de Araçatuba (Guararapes);165.3 - Cd_Cps;235.542.180;3º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;14;19;33;0;0;7;26;28;0;0;0;0;0;5;0;0;0
Araçatuba;Araçatuba;Guararapes;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec de Araçatuba (Guararapes);165.3 - Cd_Cps;234.834.331;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (Etim);Integral;18;21;39;0;0;0;0;29;7;0;3;0;0;0;0;0;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate;069;235.487.329;3º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;8;20;28;24;0;0;4;26;0;0;0;0;0;2;0;0;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate;069;235.487.352;3º Módulo;Técnico;Recursos Naturais;Agropecuária;Florestas (mediotec);Tarde;6;8;14;0;0;14;0;12;0;2;0;0;0;0;0;0;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate;069;234.552.644;1ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;10;20;30;0;0;0;0;26;0;2;0;0;0;0;2;0;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate;069;234.554.707;2ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;17;15;32;0;0;0;0;28;0;2;0;0;0;0;2;0;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate;069;234.554.244;1ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;12;18;30;0;0;0;0;23;0;0;0;0;0;0;7;0;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate;069;234.554.426;2ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;21;12;33;0;0;0;0;31;0;3;0;0;0;0;0;1;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate;069;234.554.822;3ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;10;20;30;0;0;0;0;30;0;0;0;0;0;0;0;0;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate (EE Adelino Peters);069.01 - Ext/Etec;235.487.212;1º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;11;29;40;0;0;11;29;31;0;5;0;0;0;4;0;0;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate (EE Adelino Peters);069.01 - Ext/Etec;235.487.287;2º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;25;9;34;0;0;4;30;28;0;3;0;0;0;3;0;0;0
Araçatuba;Araçatuba;Penápolis;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec João Jorge Geraissate (Penápolis);069.2 - Cd_Cps;235.487.097;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;15;21;36;0;0;6;30;31;0;4;0;0;0;1;0;0;0
Araçatuba;Araçatuba;Valparaíso;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Doutor Renato Cordeiro (Valparaíso);123.1 - Cd_Cps;235.499.423;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;32;5;37;0;0;0;37;33;0;0;0;1;0;3;0;0;0
Araçatuba;Araçatuba;Valparaíso;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Vicente Barbosa);028.03 - Ext/Etec;235.553.112;1º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;19;20;39;0;0;11;28;30;0;0;0;1;0;8;0;0;0
Araçatuba;Araçatuba;Valparaíso;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Vicente Barbosa);028.03 - Ext/Etec;235.553.005;2º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;21;9;30;0;0;9;21;22;0;0;0;3;0;7;0;4;2
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.352.946;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;27;13;40;0;0;0;0;39;0;0;0;0;0;0;1;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.353.035;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;25;14;39;0;0;0;0;39;0;0;0;0;0;0;4;4;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.352.839;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;23;16;39;0;0;0;0;39;0;0;0;0;0;0;1;1;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.492.485;1º Módulo;Técnico;Produção Industrial;Química;Açúcar e Álcool;Noite;25;15;40;0;0;16;24;33;1;0;0;5;0;0;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.492.626;2º Módulo;Técnico;Produção Industrial;Química;Açúcar e Álcool;Noite;15;21;36;0;0;11;25;25;3;0;0;6;0;0;0;0;2
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.491.693;1º Módulo;Técnico;Produção Alimentícia;Química;Alimentos;Noite;27;13;40;0;0;17;23;30;0;0;0;6;0;2;0;0;2
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.493.194;2º Módulo;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Cozinha;Noite;24;11;35;0;0;5;30;29;3;0;1;1;0;1;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.493.087;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;5;31;36;1;0;9;26;27;0;0;0;4;0;1;0;0;4
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.492.378;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;12;28;40;1;0;10;29;31;0;0;0;7;0;2;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.270;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;5;18;23;2;0;9;12;22;0;0;0;0;0;0;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.635;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;33;6;39;0;0;4;35;27;3;0;4;1;0;3;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.692;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;30;2;32;0;0;2;30;27;2;0;0;2;0;1;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.619;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;35;5;40;0;0;6;34;31;4;0;1;1;0;1;0;0;2
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.965;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;20;8;28;0;0;2;26;21;0;0;6;0;0;0;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.338;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;33;34;2;0;9;23;30;2;0;0;2;0;0;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.493.236;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;39;40;1;0;6;33;29;0;0;0;8;0;1;0;0;2
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.478;4º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;30;31;0;0;8;23;30;0;0;0;1;0;0;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.288;3º Módulo;Técnico;Ambiente e Saúde;Meio Ambiente;Meio Ambiente;Noite;16;19;35;1;0;10;24;29;0;0;0;3;0;3;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.493.111;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;30;7;37;1;0;13;23;28;0;0;0;3;0;4;0;0;2
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.569;4º Módulo;Técnico;Produção Industrial;Química;Química;Noite;19;12;31;6;0;3;22;29;0;0;0;1;0;0;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.395;3º Módulo;Técnico;Produção Industrial;Química;Química;Noite;17;21;38;0;0;6;32;36;0;0;0;1;0;0;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.493.046;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;13;21;34;2;0;10;22;27;2;0;0;4;0;0;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.496.411;3º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;10;19;29;0;0;4;25;28;0;0;0;1;0;0;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;235.492.568;1º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;14;26;40;0;0;8;32;35;1;0;0;1;0;2;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.357.689;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;27;13;40;0;0;0;0;34;2;0;3;1;0;0;2;2;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.354.173;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;24;16;40;0;0;0;0;34;5;0;0;0;0;1;2;2;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.354.686;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (Etim);Integral;5;34;39;0;0;0;0;25;8;0;4;1;0;0;4;3;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.358.026;2ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;7;33;40;0;0;0;0;37;2;0;0;1;0;0;2;2;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.358.117;2ª Série;Integrado;Ambiente e Saúde;Química;Meio Ambiente (Etim);Integral;20;19;39;0;0;0;0;32;0;0;2;4;0;0;5;4;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.355.014;1ª Série;Integrado;Ambiente e Saúde;Química;Meio Ambiente (Etim);Integral;22;18;40;0;0;0;0;37;1;0;0;2;0;0;9;9;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.353.969;3ª Série;Integrado;Ambiente e Saúde;Química;Meio Ambiente (Etim);Integral;20;17;37;0;0;0;0;36;0;0;0;1;0;0;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.355.188;1ª Série;Integrado;Ambiente e Saúde;Saúde;Nutrição e Dietética (Etim);Integral;35;5;40;0;0;0;0;36;1;0;1;1;0;0;4;3;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.358.224;2ª Série;Integrado;Ambiente e Saúde;Saúde;Nutrição e Dietética (Etim);Integral;30;10;40;0;0;0;0;38;0;0;0;2;0;0;1;1;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.355.865;1ª Série;Integrado;Produção Industrial;Química;Química (Etim);Integral;24;16;40;0;0;0;0;33;3;0;0;0;0;0;7;3;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.353.878;3ª Série;Integrado;Produção Industrial;Química;Química (Etim);Integral;22;18;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;234.358.869;2ª Série;Integrado;Produção Industrial;Química;Química (Etim);Integral;19;21;40;0;0;0;0;36;2;0;0;2;0;0;2;2;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;235.491.644;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;21;14;35;8;0;9;18;31;0;0;0;2;0;1;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;235.491.610;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;13;36;3;0;8;25;25;0;0;0;6;0;2;0;0;3
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;235.490.059;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;28;12;40;1;0;13;26;33;0;0;0;4;0;2;1;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;235.491.628;2º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;27;5;32;0;0;7;25;24;0;0;0;1;0;0;0;0;7
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;235.490.091;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;33;7;40;0;0;12;28;32;0;0;0;2;0;1;0;0;5
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;235491669;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;19;13;32;0;0;4;28;31;0;0;0;0;0;0;0;0;1
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;235.490.174;1º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;30;10;40;0;0;16;24;34;0;0;0;0;0;6;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;235.491.677;3º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;24;7;31;3;0;14;14;30;0;0;0;1;0;0;0;0;0
Barretos;Barretos;Barretos;Supervisão Pedagógica Regional - Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;235.491.636;2º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;27;7;34;1;0;23;10;29;0;0;0;0;0;4;0;0;1
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;234.328.722;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;16;24;40;0;0;0;0;39;0;0;0;0;0;0;1;0;0
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;234.329.068;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;25;15;40;0;0;0;0;39;0;0;0;0;0;0;1;0;0
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;234.328.649;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;23;17;40;0;0;0;0;38;0;0;2;0;0;0;0;0;0
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;234.328.821;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;23;17;40;0;0;0;0;38;0;0;0;0;0;0;2;0;0
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;234.328.870;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;27;13;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;234.328.995;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;26;14;40;0;0;0;0;39;0;0;0;0;0;0;1;0;0
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;235.493.491;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;22;18;40;1;0;23;16;36;0;0;0;0;0;2;0;0;2
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;235.493.418;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;26;14;40;0;0;16;24;35;0;1;0;0;0;2;0;0;2
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;235.493.582;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;17;12;29;0;0;11;18;26;0;1;0;0;0;2;0;0;0
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;235.493.426;1º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;16;24;40;1;0;10;29;30;0;1;1;0;0;6;0;0;2
Barretos;Barretos;Bebedouro;Supervisão Pedagógica Regional - São José do Rio Preto/Central;Etec Professor Ídio Zucchi;151;235.493.517;2º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;9;23;32;0;0;11;21;29;0;0;0;1;0;0;0;0;2
